,issue,title,platform,release,collection,creator,description,downloads,format,identifier,item_size,language,mediatype,num_reviews,oai_updatedate,publicdate,publisher,reviewdate,subject,link
202,Softside DV Magazine Issue 46 Crisis Sky Fire Appleanche Death World Financial Operating System,Softside DV Magazine,APPLE II,,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside DV Magazine Issue 46 Crisis Sky Fire Appleanche Death World Financial Operating System,111,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_DV_Magazine_Issue_46_Crisis_Sky_Fire_Appleanche_Death_World_Financial_O,348719,English,software,,"29.08.2016, 26.01.2017",29.08.2016,,,,https://archive.org/details/Softside_DV_Magazine_Issue_46_Crisis_Sky_Fire_Appleanche_Death_World_Financial_O
203,Softside DV Magazine Volume 1 February 1982 Cover Andorra Rubicube Space Rescue,Softside DV Magazine,APPLE II,01.02.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside DV Magazine Volume 1 February 1982 Cover Andorra Rubicube Space Rescue,102,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_DV_Magazine_Volume_1_February_1982_Cover_Andorra_Rubicube_Space_Rescue.,944438,English,software,,"29.08.2016, 26.01.2017",29.08.2016,,,,https://archive.org/details/Softside_DV_Magazine_Volume_1_February_1982_Cover_Andorra_Rubicube_Space_Rescue.
204,Softside DV Magazine Volume 2 March 1982 Hexapawn Program Matcher Disk Peeker Poker Gty Float,Softside DV Magazine,APPLE II,01.03.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside DV Magazine Volume 2 March 1982 Hexapawn Program Matcher Disk Peeker Poker Gty Float,122,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_DV_Magazine_Volume_2_March_1982_Hexapawn_Program_Matcher_Disk_Peeker_Po,359422,English,software,,"29.08.2016, 26.01.2017",29.08.2016,,,,https://archive.org/details/Softside_DV_Magazine_Volume_2_March_1982_Hexapawn_Program_Matcher_Disk_Peeker_Po
205,Softside DV Magazine Volume 3 April 1982 Cover Apple F.O.O.L.S. Poster Maker Semaphore Microtext,Softside DV Magazine,APPLE II,01.04.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside DV Magazine Volume 3 April 1982 Cover Apple F.O.O.L.S. Poster Maker Semaphore Microtext,115,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_DV_Magazine_Volume_3_April_1982_Cover_Apple_F.O.O.L.S._Poster_Maker_Sem,312906,English,software,,"29.08.2016, 27.01.2017",29.08.2016,,,,https://archive.org/details/Softside_DV_Magazine_Volume_3_April_1982_Cover_Apple_F.O.O.L.S._Poster_Maker_Sem
206,Softside DV Magazine Volume 4 May 1982 Cover Solitaire Apple F.O.O.L.S. Remark Writer,Softside DV Magazine,APPLE II,01.05.1982,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside DV Magazine Volume 4 May 1982 Cover Solitaire Apple F.O.O.L.S. Remark Writer,89,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_DV_Magazine_Volume_4_May_1982_Cover_Solitaire_Apple_F.O.O.L.S._Remark_W,347131,English,software,,"29.08.2016, 27.01.2017",29.08.2016,,,,https://archive.org/details/Softside_DV_Magazine_Volume_4_May_1982_Cover_Solitaire_Apple_F.O.O.L.S._Remark_W
207,Softside Magazette April 1983 Side 1,Softside Magazette,APPLE II,01.04.1983,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside Magazette April 1983 Side 1,81,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_Magazette_April_1983_Side_1,286770,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softside_Magazette_April_1983_Side_1
208,Softside Magazette April 1983 Side 2,Softside Magazette,APPLE II,01.04.1983,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside Magazette April 1983 Side 2,86,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_Magazette_April_1983_Side_2,313172,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softside_Magazette_April_1983_Side_2
209,Softside Magazette March 1983 Side 1,Softside Magazette,APPLE II,01.03.1983,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside Magazette March 1983 Side 1,77,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_Magazette_March_1983_Side_1,296320,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softside_Magazette_March_1983_Side_1
210,Softside Magazette March 1983 Side 2,Softside Magazette,APPLE II,01.03.1983,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside Magazette March 1983 Side 2,104,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_Magazette_March_1983_Side_2,309716,English,software,,"29.08.2016, 30.01.2017",29.08.2016,,,,https://archive.org/details/Softside_Magazette_March_1983_Side_2
211,Softside Magazette May 1983 Side 1,Softside Magazette,APPLE II,01.05.1983,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside Magazette May 1983 Side 1,89,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_Magazette_May_1983_Side_1,316719,English,software,,"29.08.2016, 19.01.2017",29.08.2016,,,,https://archive.org/details/Softside_Magazette_May_1983_Side_1
212,Softside Magazette May 1983 Side 2,Softside Magazette,APPLE II,01.05.1983,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Softside Magazette May 1983 Side 2,80,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Softside_Magazette_May_1983_Side_2,313462,English,software,,"29.08.2016, 19.01.2017",29.08.2016,,,,https://archive.org/details/Softside_Magazette_May_1983_Side_2
213,Uptime Magazine Volume 11 Number 1 (1985) (Side 1),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 1 (1985) (Side 1),90,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_1_1985_Side_1,177066,English,software,,"18.08.2016, 21.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_1_1985_Side_1
214,Uptime Magazine Volume 11 Number 1 (1985) (Side 2),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 1 (1985) (Side 2),132,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_1_1985_Side_2,341228,English,software,,"18.08.2016, 21.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_1_1985_Side_2
215,Uptime Magazine Volume 11 Number 10 (1985) (Side 2),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 10 (1985) (Side 2),111,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_10_1985_Side_2,731755,English,software,,"18.08.2016, 21.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_10_1985_Side_2
216,Uptime Magazine Volume 11 Number 2 (1985) (Side 1),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 2 (1985) (Side 1),88,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_2_1985_Side_1,177068,English,software,,"18.08.2016, 21.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_2_1985_Side_1
217,Uptime Magazine Volume 11 Number 2 (1985) (Side 2),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 2 (1985) (Side 2),130,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_2_1985_Side_2,341440,English,software,,"18.08.2016, 21.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_2_1985_Side_2
218,Uptime Magazine Volume 11 Number 3 (1985) (Side 1),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 3 (1985) (Side 1),81,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_3_1985_Side_1,324050,English,software,,"18.08.2016, 21.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_3_1985_Side_1
219,Uptime Magazine Volume 11 Number 3 (1985) (Side 2),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 3 (1985) (Side 2),92,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_3_1985_Side_2,341414,English,software,,"18.08.2016, 21.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_3_1985_Side_2
220,Uptime Magazine Volume 11 Number 4 (1985) (Side 1),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 4 (1985) (Side 1),87,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_4_1985_Side_1,179116,English,software,,"18.08.2016, 21.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_4_1985_Side_1
221,Uptime Magazine Volume 11 Number 4 (1985) (Side 2),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 4 (1985) (Side 2),107,"Advanced Audio Coding,Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata",Uptime_Magazine_Volume_11_Number_4_1985_Side_2,765190,English,software,,"18.08.2016, 21.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_4_1985_Side_2
222,Uptime Magazine Volume 11 Number 5 (1985) (Side 1),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 5 (1985) (Side 1),202,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_5_1985_Side_1,177068,English,software,,"18.08.2016, 21.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_5_1985_Side_1
223,Uptime Magazine Volume 11 Number 5 (1985) (Side 2),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 5 (1985) (Side 2),130,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_5_1985_Side_2,1002136,English,software,,"18.08.2016, 22.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_5_1985_Side_2
224,Uptime Magazine Volume 11 Number 6 (1985) (Side 1),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary,fav-paula_ash",,Uptime Magazine Volume 11 Number 6 (1985) (Side 1),105,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_6_1985_Side_1,177068,English,software,,"18.08.2016, 22.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_6_1985_Side_1
225,Uptime Magazine Volume 11 Number 6 (1985) (Side 2),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 6 (1985) (Side 2),129,"Advanced Audio Coding,Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata",Uptime_Magazine_Volume_11_Number_6_1985_Side_2,884702,English,software,,"18.08.2016, 22.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_6_1985_Side_2
226,Uptime Magazine Volume 11 Number 7 (1985) (Side 1),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 7 (1985) (Side 1),89,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_7_1985_Side_1,774818,English,software,,"18.08.2016, 22.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_7_1985_Side_1
227,Uptime Magazine Volume 11 Number 7 (1985) (Side 2),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 7 (1985) (Side 2),120,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_7_1985_Side_2,729692,English,software,,"18.08.2016, 22.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_7_1985_Side_2
228,Uptime Magazine Volume 11 Number 8 (1985) (Side 1),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 8 (1985) (Side 1),108,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_8_1985_Side_1,177066,English,software,,"18.08.2016, 22.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_8_1985_Side_1
229,Uptime Magazine Volume 11 Number 8 (1985) (Side 2),Uptime Magazine,APPLE II,01.01.1985,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Uptime Magazine Volume 11 Number 8 (1985) (Side 2),94,"Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata,Unknown",Uptime_Magazine_Volume_11_Number_8_1985_Side_2,239577,English,software,,"18.08.2016, 22.01.2017",18.08.2016,,,,https://archive.org/details/Uptime_Magazine_Volume_11_Number_8_1985_Side_2
230,Various Applesoft Programs,Various Applesoft Programs,APPLE II,,"apple_ii_library_magazines,softwarelibrary_apple,softwarelibrary",,Various Applesoft Programs,85,"Advanced Audio Coding,Animated GIF,Archive BitTorrent,Emulator Screenshot,JPEG,JPEG Thumb,Metadata",Various_Applesoft_Programs,591063,English,software,,"24.08.2016, 29.01.2017",24.08.2016,,,,https://archive.org/details/Various_Applesoft_Programs
