issue,title,platform,group,release,release_converted,link,download_links,external_links
Cream #2,Cream,MS-Dos,Obnoxious,february 1997,01.02.1997,https://www.pouet.net/prod.php?which=1298,https://files.scene.org/view/mags/cream/cream_2.zip,"http://demozoo.org/productions/66765/, https://www.pouet.net/mirrors.php?which=1298"
Cream #3,Cream,MS-Dos,Obnoxious,september 1997,01.09.1997,https://www.pouet.net/prod.php?which=1297,https://files.scene.org/view/mags/cream/cream_3.zip,"http://demozoo.org/productions/66766/, https://www.pouet.net/mirrors.php?which=1297"
Cream #4,Cream,MS-Dos,Obnoxious,april 1998,01.04.1998,https://www.pouet.net/prod.php?which=1296,https://files.scene.org/view/mags/cream/cream_4.zip,"http://demozoo.org/productions/66767/, https://www.pouet.net/mirrors.php?which=1296"
Creation News #1,Creation News,Commodore 64,Creation,december 1990,01.12.1990,https://www.pouet.net/prod.php?which=46335,http://csdb.dk/getinternalfile.php/51657/Creation News %231.d64,"http://csdb.dk/release/?id=59790, https://www.pouet.net/mirrors.php?which=46335"
Crescent,Crescent,MS-Dos,Black Maiden,august 1996,01.08.1996,https://www.pouet.net/prod.php?which=3772,https://files.scene.org/view/demos/groups/blackmaiden/csc-001.zip,"http://demozoo.org/productions/8044/, https://www.pouet.net/mirrors.php?which=3772"
Crew disk #1,Crew disk,Atari ST,Passion,october 1991,01.10.1991,https://www.pouet.net/prod.php?which=55143,http://no-fragments.atari.org/no_fragments_10/MAGS/PASSION/PSN_MAG1.MSA,"http://demozoo.org/productions/73663/, https://www.pouet.net/mirrors.php?which=55143"
Criminal issue #1,Criminal,Amiga OCS/ECS,Red Sector Inc.,february 1990,01.02.1990,https://www.pouet.net/prod.php?which=31981,https://ftp.untergrund.net/users/hitchhikr/old/redsector4.zip,"http://demozoo.org/productions/131455/, https://www.pouet.net/mirrors.php?which=31981"
Crisis #1,Crisis,Commodore 64,Mystic,1991,01.01.1991,https://www.pouet.net/prod.php?which=46595,http://noname.c64.org/csdb/release/download.php?id=37647,"http://csdb.dk/release/?id=6127, https://www.pouet.net/mirrors.php?which=46595"
Crisis #2,Crisis,Commodore 64,Bronx,,,https://www.pouet.net/prod.php?which=44812,http://noname.c64.org/csdb/release/download.php?id=55966,"http://csdb.dk/release/?id=46272, https://www.pouet.net/mirrors.php?which=44812"
Crotesque v1,Crotesque,Windows,Chemical Reaction,november 2002,01.11.2002,https://www.pouet.net/prod.php?which=7975,https://ftp.untergrund.net/users/highsociety/cro/crotesq1.zip,"http://demozoo.org/productions/5678/, https://www.pouet.net/mirrors.php?which=7975"
crotesque v2,Crotesque,Windows,Chemical Reaction,december 2002,01.12.2002,https://www.pouet.net/prod.php?which=8325,https://ftp.untergrund.net/users/highsociety/cro/crotesq2.zip,"http://demozoo.org/productions/5679/, https://www.pouet.net/mirrors.php?which=8325"
Cult #1,Cult (2),Amiga AGA,Absolute!,1995,01.01.1995,https://www.pouet.net/prod.php?which=32039,https://files.scene.org/view/mirrors/amigascne/Groups/A/Absolute/ABSOLUTE-CultA.dms,"http://demozoo.org/productions/231939/, https://files.scene.org/view/mirrors/amigascne/Groups/A/Absolute/ABSOLUTE-CultB.dms, https://www.pouet.net/mirrors.php?which=32039"
Culture #3,Culture,Commodore 64,"Genetix, Vision",february 1993,01.02.1993,https://www.pouet.net/prod.php?which=42995,http://csdb.dk/getinternalfile.php/29076/culture03.zip,"http://csdb.dk/release/?id=12031, http://demozoo.org/productions/233996/, https://www.pouet.net/mirrors.php?which=42995"
Cybermail #1,Cybermail,MS-Dos,,november 1996,01.11.1996,https://www.pouet.net/prod.php?which=22553,https://ftp.untergrund.net/users/irokos/magz/cybermail/cm-01.zip,"http://demozoo.org/productions/198657/, https://www.pouet.net/mirrors.php?which=22553"
Cybermail #2,Cybermail,MS-Dos,,january 1997,01.01.1997,https://www.pouet.net/prod.php?which=22556,https://ftp.untergrund.net/users/irokos/magz/cybermail/cm-02.zip,"http://demozoo.org/productions/198658/, https://www.pouet.net/mirrors.php?which=22556"
Cybermail #3,Cybermail,MS-Dos,,april 1997,01.04.1997,https://www.pouet.net/prod.php?which=22557,https://ftp.untergrund.net/users/irokos/magz/cybermail/cm-03.zip,"http://demozoo.org/productions/198659/, https://www.pouet.net/mirrors.php?which=22557"
Cybermail #4,Cybermail,MS-Dos,,august 1997,01.08.1997,https://www.pouet.net/prod.php?which=22558,https://ftp.untergrund.net/users/irokos/magz/cybermail/cm-04.zip,"http://demozoo.org/productions/198660/, https://www.pouet.net/mirrors.php?which=22558"
D.I.S.C issue 1,D.I.S.C,Amiga OCS/ECS,Level 4,january 1990,01.01.1990,https://www.pouet.net/prod.php?which=14379,http://ftp.amigascne.org/pub/amiga/Groups/L/Level-4/Level4-DISC1.dms,"http://demozoo.org/productions/157682/, https://www.pouet.net/mirrors.php?which=14379"
D.I.S.C issue 10,D.I.S.C,Amiga AGA,Gods,may 1995,01.05.1995,https://www.pouet.net/prod.php?which=32029,https://files.scene.org/view/mirrors/amigascne/Groups/G/Gods/GODS-Disc10.DMS,"http://demozoo.org/productions/157716/, https://www.pouet.net/mirrors.php?which=32029"
D.I.S.C issue 11,D.I.S.C,Amiga AGA,"Gods, Illi Recentes ImperatoreS",january 2001,01.01.2001,https://www.pouet.net/prod.php?which=85737,http://ftp.amigascne.org/pub/amiga/Groups/G/Gods/GDS-DC11.lha,https://www.pouet.net/mirrors.php?which=85737
D.I.S.C issue 12,D.I.S.C,Amiga AGA,"Gods, Illi Recentes ImperatoreS",january 2002,01.01.2002,https://www.pouet.net/prod.php?which=8152,http://aminet.net/demo/mag/gods-disc12.lha,"http://demozoo.org/productions/157717/, https://www.pouet.net/mirrors.php?which=8152"
D.I.S.C issue 13,D.I.S.C,Amiga AGA,"Gods, Illi Recentes ImperatoreS",april 2002,01.04.2002,https://www.pouet.net/prod.php?which=19060,https://files.scene.org/view/mirrors/amigascne/Groups/I/Iris/DISC13.lha,"http://demozoo.org/productions/157718/, https://www.pouet.net/mirrors.php?which=19060"
D.I.S.C issue 14,D.I.S.C,Amiga AGA,"Gods, Illi Recentes ImperatoreS",march 2003,01.03.2003,https://www.pouet.net/prod.php?which=8947,https://files.scene.org/view/mags/disc/gds-di14.lha,"http://demozoo.org/productions/90066/, https://www.pouet.net/mirrors.php?which=8947"
D.I.S.C Issue 2,D.I.S.C,Amiga OCS/ECS,Level 4,january 1990,01.01.1990,https://www.pouet.net/prod.php?which=18709,http://ftp.amigascne.org/pub/amiga/Groups/L/Level-4/Level4-DISC2.dms,"http://demozoo.org/productions/157695/, https://www.pouet.net/mirrors.php?which=18709"
D.I.S.C Issue 3,D.I.S.C,Amiga OCS/ECS,Level 4,june 1990,01.06.1990,https://www.pouet.net/prod.php?which=18711,http://ftp.amigascne.org/pub/amiga/Groups/L/Level-4/Level4-DISC3.dms,"http://demozoo.org/productions/157697/, https://www.pouet.net/mirrors.php?which=18711"
D.I.S.C issue 4,D.I.S.C,Amiga OCS/ECS,Level 4,august 1990,01.08.1990,https://www.pouet.net/prod.php?which=11096,http://ftp.amigascne.org/pub/amiga/Groups/L/Level-4/Level4-DISC4.dms,"http://demozoo.org/productions/157698/, https://www.pouet.net/mirrors.php?which=11096"
D.I.S.C Issue 5,D.I.S.C,Amiga OCS/ECS,Level 4,october 1990,01.10.1990,https://www.pouet.net/prod.php?which=18712,http://ftp.amigascne.org/pub/amiga/Groups/L/Level-4/Level4-DISC5.dms,"http://demozoo.org/productions/157700/, https://www.pouet.net/mirrors.php?which=18712"
D.I.S.C Issue 6,D.I.S.C,Amiga OCS/ECS,Level 4,january 1991,01.01.1991,https://www.pouet.net/prod.php?which=18713,http://ftp.amigascne.org/pub/amiga/Groups/L/Level-4/Level4-DISC6.dms,"http://demozoo.org/productions/157705/, https://www.pouet.net/mirrors.php?which=18713"
D.I.S.C Issue 7,D.I.S.C,Amiga OCS/ECS,Level 4,may 1991,01.05.1991,https://www.pouet.net/prod.php?which=18714,http://ftp.amigascne.org/pub/amiga/Groups/L/Level-4/Level4-DISC7.dms,"http://demozoo.org/productions/157709/, https://www.pouet.net/mirrors.php?which=18714"
D.I.S.C Issue 8,D.I.S.C,Amiga OCS/ECS,Level 4,june 1991,01.06.1991,https://www.pouet.net/prod.php?which=18715,http://ftp.amigascne.org/pub/amiga/Groups/L/Level-4/Level4-DISC8.dms,"http://demozoo.org/productions/157712/, https://www.pouet.net/mirrors.php?which=18715"
D.I.S.C issue 9,D.I.S.C,Amiga OCS/ECS,Illi Recentes ImperatoreS,august 1994,01.08.1994,https://www.pouet.net/prod.php?which=12444,http://ftp.amigascne.org/pub/amiga/Groups/I/Iris/IRIS-Disc09.DMS,"http://demozoo.org/productions/157715/, https://www.pouet.net/mirrors.php?which=12444"
Damage report #4,Damage report,Amiga OCS/ECS,Damage,july 1992,01.07.1992,https://www.pouet.net/prod.php?which=4604,https://files.scene.org/view/mirrors/amigascne/Groups/D/Damage/DAMAGE-DamageReport04.DMS,"http://demozoo.org/productions/139356/, https://www.pouet.net/mirrors.php?which=4604"
Damage report #8,Damage report,Amiga OCS/ECS,Damage,november 1994,01.11.1994,https://www.pouet.net/prod.php?which=4609,https://files.scene.org/view/mirrors/amigascne/Groups/D/Damage/DAMAGE-DamageReport08.DMS,"http://demozoo.org/productions/199815/, https://www.pouet.net/mirrors.php?which=4609"
Damage report p3,Damage report,Amiga OCS/ECS,Damage,august 1995,01.08.1995,https://www.pouet.net/prod.php?which=4612,https://files.scene.org/view/mirrors/amigascne/Groups/D/Damage/DAMAGE-DamageReport03.DMS,"http://demozoo.org/productions/199813/, https://www.pouet.net/mirrors.php?which=4612"
Damage report p4,Damage report,Amiga OCS/ECS,Damage,december 1995,01.12.1995,https://www.pouet.net/prod.php?which=4613,https://files.scene.org/view/mirrors/amigascne/Groups/D/Damage/DAMAGE-DamageReport04.DMS,"http://demozoo.org/productions/139356/, https://www.pouet.net/mirrors.php?which=4613"
Damage report p5,Damage report,Amiga OCS/ECS,Damage,june 1996,01.06.1996,https://www.pouet.net/prod.php?which=4614,https://files.scene.org/view/mirrors/amigascne/Groups/D/Damage/Damage-DamageReport05.lha,"http://demozoo.org/productions/199814/, https://www.pouet.net/mirrors.php?which=4614"
Damage report p6,Damage report,Amiga OCS/ECS,Damage,june 1997,01.06.1997,https://www.pouet.net/prod.php?which=4615,https://files.scene.org/view/mirrors/flerp/scene.amiga/Amiga.'97/Abduction'97/misc/dmg-drp6.lha,"http://demozoo.org/productions/199812/, https://www.pouet.net/mirrors.php?which=4615"
Dansk Toppen #2,Dansktoppen,"Amiga AGA, Amiga OCS/ECS",Parasite,february 1994,01.02.1994,https://www.pouet.net/prod.php?which=21797,https://files.scene.org/view/mirrors/amigascne/Groups/P/Parasite/PARASITE-DanskToppen02,"http://demozoo.org/productions/173091/, https://www.pouet.net/mirrors.php?which=21797"
Dansk Toppen #3,Dansktoppen,"Amiga AGA, Amiga OCS/ECS","Parasite, Razor 1911",august 1994,01.08.1994,https://www.pouet.net/prod.php?which=21798,http://ftp.amigascne.org/pub/amiga/Groups/P/Parasite/Parasite-DanskToppen03.dms,"http://demozoo.org/productions/173094/, https://www.pouet.net/mirrors.php?which=21798"
Dansktoppen #4,Dansktoppen,Amiga AGA,Passion,november 1994,01.11.1994,https://www.pouet.net/prod.php?which=56261,http://ftp.amigascne.org/pub/amiga/Groups/P/Passion/PASSION-DanskToppen4.dms,"http://demozoo.org/productions/201416/, https://www.pouet.net/mirrors.php?which=56261"
"dansktoppen #4,5",Dansktoppen,Amiga AGA,Passion,may 1995,01.05.1995,https://www.pouet.net/prod.php?which=15606,https://files.scene.org/view/mirrors/amigascne/Groups/P/Passion/Passion-DanskToppen45.dms,"http://demozoo.org/productions/201420/, https://www.pouet.net/mirrors.php?which=15606"
Dansktoppen #7,Dansktoppen,Amiga AGA,"Loonies, Cromatics, Scoopex",july 1997,01.07.1997,https://www.pouet.net/prod.php?which=66450,http://ftp.amigascne.org/pub/amiga/Groups/L/Loonies/Dansktoppen7.lha,"http://demozoo.org/productions/174207/, https://www.pouet.net/mirrors.php?which=66450"
Dark Slime,Dark Slime,Commodore 64,Heaven 17,1990,01.01.1990,https://www.pouet.net/prod.php?which=38208,http://csdb.dk/getinternalfile.php/24811/darkslime01.zip,"http://csdb.dk/release/?id=7505, https://www.pouet.net/mirrors.php?which=38208"
Dark Star #13,Dark Star,Commodore 64,Willow,september 1996,01.09.1996,https://www.pouet.net/prod.php?which=31914,http://csdb.dk/getinternalfile.php/2976/DarkStar13.zip,"http://csdb.dk/release/?id=5770, https://www.pouet.net/mirrors.php?which=31914"
Darkness #1,Darkness,Commodore 64,Dragon,november 1993,01.11.1993,https://www.pouet.net/prod.php?which=34994,http://csdb.dk/getinternalfile.php/52298/Darkness_01.zip,"http://csdb.dk/release/?id=60500, https://www.pouet.net/mirrors.php?which=34994"
Darkness #2,Darkness,Commodore 64,Dragon,1994,01.01.1994,https://www.pouet.net/prod.php?which=81848,https://csdb.dk/release/download.php?id=92293,"http://csdb.dk/release/?id=73515, http://demozoo.org/productions/206026/, https://www.pouet.net/mirrors.php?which=81848"
Darkness #3,Darkness,Commodore 64,Dragon,june 1994,01.06.1994,https://www.pouet.net/prod.php?which=34993,http://csdb.dk/getinternalfile.php/24810/darkness03.zip,"http://csdb.dk/release/?id=5239, https://www.pouet.net/mirrors.php?which=34993"
Darkness #4,Darkness,Commodore 64,Dragon,november 1994,01.11.1994,https://www.pouet.net/prod.php?which=34992,http://csdb.dk/getinternalfile.php/86985/Darkness_04.zip,"http://csdb.dk/release/?id=7964, https://www.pouet.net/mirrors.php?which=34992"
Darkness #5,Darkness,Commodore 64,Dragon,1996,01.01.1996,https://www.pouet.net/prod.php?which=81849,https://csdb.dk/release/download.php?id=125615,"http://csdb.dk/release/?id=100137, http://demozoo.org/productions/206027/, https://www.pouet.net/mirrors.php?which=81849"
Darkside #01,Darkside,Commodore 64,Parados Designs,january 1992,01.01.1992,https://www.pouet.net/prod.php?which=44917,http://csdb.dk/getinternalfile.php/24242/Darkside01.T64.gz,"http://csdb.dk/release/?id=34806, https://www.pouet.net/mirrors.php?which=44917"
Darkside #02,Darkside,Commodore 64,Parados Designs,march 1992,01.03.1992,https://www.pouet.net/prod.php?which=44916,https://csdb.dk/release/download.php?id=41593,"http://csdb.dk/release/?id=34781, https://www.pouet.net/mirrors.php?which=44916"
Darkside #03.1,Darkside,Commodore 64,Parados Designs,april 1992,01.04.1992,https://www.pouet.net/prod.php?which=44913,http://csdb.dk/getinternalfile.php/30956/Darkside03_1.T64.gz,"http://csdb.dk/release/?id=40459, https://www.pouet.net/mirrors.php?which=44913"
Darkside #03.2,Darkside,Commodore 64,Parados Designs,april 1992,01.04.1992,https://www.pouet.net/prod.php?which=44914,http://csdb.dk/getinternalfile.php/24215/darkside03.zip,"http://csdb.dk/release/?id=34782, https://www.pouet.net/mirrors.php?which=44914"
Darkside #04,Darkside,Commodore 64,Parados Designs,may 1992,01.05.1992,https://www.pouet.net/prod.php?which=44912,http://csdb.dk/getinternalfile.php/24216/darkside04.zip,"http://csdb.dk/release/?id=34783, https://www.pouet.net/mirrors.php?which=44912"
Darkside #05,Darkside,Commodore 64,Parados Designs,july 1992,01.07.1992,https://www.pouet.net/prod.php?which=44911,http://csdb.dk/getinternalfile.php/24217/darkside05.zip,"http://csdb.dk/release/?id=34784, https://www.pouet.net/mirrors.php?which=44911"
Darkside #06,Darkside,Commodore 64,Elysium,1992,01.01.1992,https://www.pouet.net/prod.php?which=42650,http://csdb.dk/getinternalfile.php/24244/Darkside06.T64.gz,"http://csdb.dk/release/?id=34809, https://www.pouet.net/mirrors.php?which=42650"
DaskMig #1,DaskMig,MS-Dos/gus,Independents Productions,october 1994,01.10.1994,https://www.pouet.net/prod.php?which=49818,https://files.scene.org/view/mags/daskmig/dask01.zip,"http://demozoo.org/productions/183639/, https://www.pouet.net/mirrors.php?which=49818"
Daskmig #6,DaskMig,MS-Dos,inf,june 1995,01.06.1995,https://www.pouet.net/prod.php?which=13712,https://files.scene.org/view/mags/daskmig/daskmig6.zip,"http://demozoo.org/productions/138470/, https://www.pouet.net/mirrors.php?which=13712"
Daskmig #7,DaskMig,MS-Dos,inf,july 1995,01.07.1995,https://www.pouet.net/prod.php?which=13720,https://files.scene.org/view/mags/daskmig/daskmig7.zip,"http://demozoo.org/productions/138472/, https://www.pouet.net/mirrors.php?which=13720"
Daskmig #8,DaskMig,MS-Dos,inf,september 1995,01.09.1995,https://www.pouet.net/prod.php?which=13721,https://files.scene.org/view/mags/daskmig/daskmig8.zip,"http://demozoo.org/productions/138473/, https://www.pouet.net/mirrors.php?which=13721"
DaskMig Illusions #2,DaskMig,MS-Dos/gus,Independents Productions,november 1994,01.11.1994,https://www.pouet.net/prod.php?which=49819,https://files.scene.org/view/mags/daskmig/dask02.zip,"http://demozoo.org/productions/183640/, https://www.pouet.net/mirrors.php?which=49819"
DaskMig Illusions #4,DaskMig,MS-Dos/gus,iSC,january 1995,01.01.1995,https://www.pouet.net/prod.php?which=49820,https://files.scene.org/view/mags/daskmig/dask04.zip,"http://demozoo.org/productions/183642/, https://www.pouet.net/mirrors.php?which=49820"
DaskMig Illusions #5,DaskMig,MS-Dos/gus,"iSC, inf",march 1995,01.03.1995,https://www.pouet.net/prod.php?which=49821,https://files.scene.org/view/mags/daskmig/daskmig5.zip,"http://demozoo.org/productions/183643/, https://www.pouet.net/mirrors.php?which=49821"
DBA Magazine #01,DBA Magazine,Atari ST,Disk Busters Association,july 1991,01.07.1991,https://www.pouet.net/prod.php?which=52179,https://ftp.untergrund.net/users/havoc/dba_01.zip,"http://demozoo.org/productions/61216/, https://www.pouet.net/mirrors.php?which=52179"
DBA Magazine #02,DBA Magazine,Atari ST,Disk Busters Association,december 1991,01.12.1991,https://www.pouet.net/prod.php?which=52205,https://ftp.untergrund.net/users/havoc/dba_02.zip,"http://demozoo.org/productions/61217/, https://www.pouet.net/mirrors.php?which=52205"
DBA Magazine #03,DBA Magazine,Atari ST,Disk Busters Association,february 1992,01.02.1992,https://www.pouet.net/prod.php?which=52204,https://ftp.untergrund.net/users/havoc/dba_03.zip,"http://demozoo.org/productions/61218/, https://www.pouet.net/mirrors.php?which=52204"
DBA Magazine #04,DBA Magazine,Atari ST,Disk Busters Association,april 1992,01.04.1992,https://www.pouet.net/prod.php?which=52206,https://ftp.untergrund.net/users/havoc/dba_04.zip,"http://demozoo.org/productions/61219/, https://www.pouet.net/mirrors.php?which=52206"
DBA Magazine #05,DBA Magazine,Atari ST,Disk Busters Association,may 1992,01.05.1992,https://www.pouet.net/prod.php?which=52203,https://ftp.untergrund.net/users/havoc/dba_05.zip,"http://demozoo.org/productions/61220/, https://www.pouet.net/mirrors.php?which=52203"
DBA Magazine #06,DBA Magazine,Atari ST,Disk Busters Association,september 1992,01.09.1992,https://www.pouet.net/prod.php?which=52202,https://ftp.untergrund.net/users/havoc/dba_06.zip,"http://demozoo.org/productions/61221/, https://www.pouet.net/mirrors.php?which=52202"
